node,node_idx,window_idx,score,threshold
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,559,0.41903105282382835,0.08704554955307156
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,560,0.42976219578894204,0.08704554955307156
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,580,0.08779506185323185,0.0863026681801906
YARN6----hyg-gx-0303.odata.ncmp.unicom.local,13,585,0.1076059463077073,0.08610072781194693
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,592,0.1711040467510161,0.0859418985844504
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,593,0.23767711948318576,0.0859418985844504
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,594,0.31326615121833384,0.0859418985844504
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,595,0.23882029667913848,0.08704211533187745
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,596,0.1410758770470596,0.08704211533187745
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,597,0.13207875928325527,0.08704211533187745
YARN6----hyg-gx-0004.odata.ncmp.unicom.local,0,599,0.11373211841740913,0.08784018319131381
YARN6----hyg-gx-0061.odata.ncmp.unicom.local,3,602,0.09539664974363607,0.08861178550822855
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,609,0.25324410160332317,0.08851972634250499
YARN6----hyg-gx-0180.odata.ncmp.unicom.local,8,620,0.08854599727183907,0.08834531453307393
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,622,0.10350560979749486,0.08826882420531489
YARN6----hyg-gx-0041.odata.ncmp.unicom.local,2,626,0.09853868674480006,0.08823794807275728
YARN6----hyg-gx-0273.odata.ncmp.unicom.local,12,626,0.09911039369226872,0.08823794807275728
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,628,0.12009514731103325,0.08840598029879851
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,632,0.11527947490949736,0.08840192411564333
YARN6----hyg-gx-0004.odata.ncmp.unicom.local,0,634,0.09954967544782027,0.08840192411564333
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,647,0.23760700924394745,0.08795248989645536
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,648,0.23227934115879112,0.08802120093600761
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,649,0.3884127767713337,0.08802120093600761
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,650,0.379803119465386,0.08802120093600761
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,651,0.397377829712691,0.08886770291794874
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,652,0.575818251031834,0.08886770291794874
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,653,0.4067474485585253,0.08886770291794874
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,654,0.27727389297936295,0.08886770291794874
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,659,0.3388327659816472,0.08999951657153808
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,660,0.6332738051166998,0.08999951657153808
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,661,0.3070037904028598,0.09048609101688848
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,663,0.09268666728902719,0.09048609101688848
YARN6----hyg-gx-0061.odata.ncmp.unicom.local,3,668,0.11148856709188534,0.09050418199931197
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,679,0.09058942749585035,0.08998870370105824
YARN6----hyg-gx-0041.odata.ncmp.unicom.local,2,691,0.09700063252280658,0.08911640604626098
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,692,0.16471767144754432,0.08911640604626098
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,694,0.154699386924382,0.08911640604626098
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,695,0.14321257456096914,0.089957001944056
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,696,0.1830027469074962,0.089957001944056
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,703,0.5618093320878549,0.09014178341332765
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,704,0.4802600936810397,0.09014178341332765
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,721,0.10400214903742097,0.08921455118571936
